timestamp,Basel Temperature [2 m elevation corrected],Basel Soil Moisture [0-10 cm down]
20230620T0800,27.46053,0.124
20230620T0900,29.30053,0.124
20230620T1000,30.63053,0.124
20230620T1100,31.600529,0.124
20230620T1200,32.03053,0.125
20230620T1300,32.84053,0.125
20230620T1400,32.35053,0.125
20230620T1500,32.07053,0.127
20230620T1600,30.48053,0.132
20230620T1700,30.860529,0.132
20230620T1800,29.740528,0.132
20230620T1900,28.010529,0.132
20230620T2000,26.030529,0.132
20230620T2100,24.260529,0.132
20230620T2200,23.190529,0.134
20230620T2300,22.21053,0.134
20230621T0000,21.48053,0.134
20230621T0100,21.15053,0.134
20230621T0200,20.770529,0.134
20230621T0300,20.410528,0.134
20230621T0400,20.240528,0.134
20230621T0500,20.930529,0.134
20230621T0600,22.090528,0.134
20230621T0700,22.610529,0.134
20230621T0800,23.260529,0.134
20230621T0900,24.31053,0.134
20230621T1000,25.660528,0.134
20230621T1100,25.670528,0.134
20230621T1200,29.89053,0.121
20230621T1300,28.780529,0.122
20230621T1400,30.07053,0.121
20230621T1500,30.54053,0.122
20230621T1600,30.510529,0.121
20230621T1700,30.23053,0.122
20230621T1800,29.62053,0.121
20230621T1900,28.990528,0.121
20230621T2000,27.340528,0.121
20230621T2100,25.14053,0.121
20230621T2200,23.490528,0.121
20230621T2300,22.240528,0.121
20230622T0000,21.81053,0.121
20230622T0100,21.440529,0.121
20230622T0200,21.160528,0.122
20230622T0300,20.830528,0.122
20230622T0400,20.54053,0.122
20230622T0500,20.98053,0.122
20230622T0600,22.65053,0.122
20230622T0700,25.13053,0.122
20230622T0800,27.910528,0.122
20230622T0900,30.360529,0.122
20230622T1000,32.23053,0.122
20230622T1100,32.74053,0.122
20230622T1200,31.520529,0.129
20230622T1300,30.590528,0.135
20230622T1400,27.860529,0.144
20230622T1500,26.410528,0.145
20230622T1600,26.81053,0.148
20230622T1700,26.010529,0.149
20230622T1800,24.500528,0.151
20230622T1900,23.190529,0.151
20230622T2000,22.46053,0.151
20230622T2100,20.490528,0.151
20230622T2200,19.71053,0.151
20230622T2300,18.07053,0.151
20230623T0000,17.29053,0.151
20230623T0100,17.350529,0.151
20230623T0200,17.160528,0.151
20230623T0300,16.610529,0.151
20230623T0400,16.520529,0.151
20230623T0500,16.990528,0.151
20230623T0600,18.31053,0.151
20230623T0700,19.45053,0.151
20230623T0800,20.57053,0.151
20230623T0900,21.70053,0.151
20230623T1000,22.97053,0.151
20230623T1100,24.15053,0.151
20230623T1200,25.190529,0.134
20230623T1300,26.000528,0.134
20230623T1400,26.70053,0.134
20230623T1500,27.000528,0.134
20230623T1600,26.920528,0.134
20230623T1700,26.63053,0.134
20230623T1800,26.14053,0.134
20230623T1900,25.190529,0.134
20230623T2000,23.780529,0.134
20230623T2100,22.420528,0.134
20230623T2200,20.510529,0.134
20230623T2300,19.170528,0.134
20230624T0000,17.39053,0.134
20230624T0100,15.560529,0.134
20230624T0200,14.790529,0.134
20230624T0300,14.820529,0.134
20230624T0400,15.270529,0.134
20230624T0500,16.71053,0.134
20230624T0600,18.840528,0.134
20230624T0700,20.56053,0.134
20230624T0800,22.680529,0.134
20230624T0900,24.410528,0.134
20230624T1000,25.46053,0.134
20230624T1100,26.500528,0.134
20230624T1200,27.490528,0.151
20230624T1300,28.21053,0.15
20230624T1400,28.590528,0.15
20230624T1500,28.530529,0.15
20230624T1600,28.260529,0.15
20230624T1700,27.830528,0.15
20230624T1800,26.97053,0.15
20230624T1900,25.780529,0.15
20230624T2000,23.780529,0.15
20230624T2100,21.610529,0.15
20230624T2200,19.63053,0.149
20230624T2300,18.31053,0.149
20230625T0000,17.510529,0.149
20230625T0100,16.580528,0.149
20230625T0200,15.480529,0.149
20230625T0300,14.700529,0.149
20230625T0400,14.490529,0.149
20230625T0500,15.740529,0.149
20230625T0600,17.600529,0.149
20230625T0700,20.160528,0.149
20230625T0800,23.07053,0.149
20230625T0900,25.910528,0.149
20230625T1000,27.270529,0.149
20230625T1100,28.40053,0.149
20230625T1200,28.62053,0.133
20230625T1300,29.510529,0.133
20230625T1400,30.010529,0.133
20230625T1500,30.330528,0.132
20230625T1600,30.350529,0.132
20230625T1700,30.190529,0.132
20230625T1800,29.610529,0.132
20230625T1900,28.340528,0.132
20230625T2000,26.39053,0.132
20230625T2100,24.20053,0.132
20230625T2200,23.30053,0.132
20230625T2300,21.72053,0.132
20230626T0000,20.47053,0.132
20230626T0100,20.87053,0.132
20230626T0200,20.990528,0.132
20230626T0300,20.62053,0.132
20230626T0400,20.12053,0.132
20230626T0500,20.180529,0.132
20230626T0600,21.920528,0.132
20230626T0700,24.55053,0.132
20230626T0800,27.010529,0.132
20230626T0900,29.160528,0.133
20230626T1000,29.850529,0.133
20230626T1100,29.920528,0.132
20230626T1200,28.96053,0.122
20230626T1300,29.29053,0.122
20230626T1400,29.160528,0.122
20230626T1500,29.04053,0.122
20230626T1600,28.940529,0.122
20230626T1700,28.360529,0.121
20230626T1800,27.270529,0.121
20230626T1900,25.860529,0.121
20230626T2000,23.82053,0.121
20230626T2100,22.270529,0.121
20230626T2200,20.610529,0.121
20230626T2300,19.330528,0.121
20230627T0000,18.37053,0.121
20230627T0100,17.40053,0.121
20230627T0200,16.64053,0.121
20230627T0300,16.690529,0.121
20230627T0400,17.010529,0.121
20230627T0500,17.420528,0.121
20230627T0600,18.79053,0.121
20230627T0700,20.160528,0.121
20230627T0800,21.770529,0.122
20230627T0900,22.860529,0.122
20230627T1000,23.860529,0.122
20230627T1100,25.05053,0.122
20230627T1200,24.590528,0.118
20230627T1300,25.240528,0.118
20230627T1400,25.72053,0.118
20230627T1500,25.96053,0.118
20230627T1600,25.97053,0.118
20230627T1700,25.64053,0.118
20230627T1800,24.990528,0.118
20230627T1900,24.13053,0.118
20230627T2000,22.440529,0.118
20230627T2100,20.850529,0.118
20230627T2200,19.32053,0.118
20230627T2300,17.740528,0.118
20230628T0000,16.580528,0.118
20230628T0100,16.54053,0.118
20230628T0200,16.330528,0.118
20230628T0300,15.920529,0.118
20230628T0400,15.780529,0.118
20230628T0500,16.63053,0.118
20230628T0600,17.940529,0.118
20230628T0700,19.750528,0.118
20230628T0800,21.990528,0.118
20230628T0900,24.030529,0.118
20230628T1000,25.250528,0.118
20230628T1100,26.280529,0.118
20230628T1200,25.63053,0.118
20230628T1300,26.510529,0.118
20230628T1400,27.170528,0.119
20230628T1500,27.57053,0.119
20230628T1600,27.600529,0.119
20230628T1700,27.280529,0.119
20230628T1800,26.64053,0.119
20230628T1900,25.740528,0.119
20230628T2000,24.23053,0.119
20230628T2100,22.06053,0.119
20230628T2200,20.680529,0.119
20230628T2300,19.330528,0.119
20230629T0000,18.32053,0.119
20230629T0100,17.15053,0.119
20230629T0200,16.54053,0.118
20230629T0300,16.270529,0.118
20230629T0400,16.32053,0.118
20230629T0500,17.80053,0.118
20230629T0600,20.31053,0.118
20230629T0700,22.47053,0.118
20230629T0800,24.600529,0.118
20230629T0900,26.360529,0.118
20230629T1000,27.600529,0.118
20230629T1100,28.73053,0.118
20230629T1200,28.600529,0.116
20230629T1300,28.63053,0.116
20230629T1400,28.250528,0.116
20230629T1500,28.180529,0.116
20230629T1600,27.160528,0.116
20230629T1700,26.780529,0.117
20230629T1800,26.04053,0.119
20230629T1900,24.850529,0.12
20230629T2000,23.190529,0.124
20230629T2100,22.510529,0.132
20230629T2200,21.89053,0.138
20230629T2300,19.73053,0.141
20230630T0000,18.88053,0.147
20230630T0100,18.180529,0.155
20230630T0200,17.660528,0.158
20230630T0300,17.500528,0.159
20230630T0400,17.62053,0.16
20230630T0500,18.240528,0.161
20230630T0600,17.940529,0.171
20230630T0700,18.580528,0.174
20230630T0800,18.580528,0.181
20230630T0900,18.740528,0.2
20230630T1000,19.71053,0.208
20230630T1100,20.360529,0.208
20230630T1200,21.65053,0.136
20230630T1300,21.500528,0.138
20230630T1400,20.750528,0.14
20230630T1500,21.350529,0.141
20230630T1600,22.46053,0.141
20230630T1700,22.57053,0.142
20230630T1800,22.31053,0.143
20230630T1900,21.55053,0.143
20230630T2000,19.920528,0.143
20230630T2100,18.770529,0.143
20230630T2200,18.40053,0.143
20230630T2300,18.23053,0.143
20230701T0000,17.670528,0.142
20230701T0100,16.46053,0.142
20230701T0200,17.760529,0.142
20230701T0300,17.250528,0.142
20230701T0400,13.560529,0.142
20230701T0500,15.480529,0.142
20230701T0600,18.020529,0.142
20230701T0700,19.030529,0.143
20230701T0800,19.780529,0.142
20230701T0900,20.97053,0.142
20230701T1000,22.37053,0.142
20230701T1100,22.500528,0.142
20230701T1200,23.110529,0.189
20230701T1300,22.940529,0.189
20230701T1400,22.590528,0.189
20230701T1500,21.750528,0.189
20230701T1600,20.81053,0.188
20230701T1700,19.740528,0.188
20230701T1800,19.20053,0.188
20230701T1900,19.46053,0.188
20230701T2000,18.48053,0.188
20230701T2100,17.490528,0.188
20230701T2200,17.690529,0.188
20230701T2300,17.010529,0.188
20230702T0000,17.04053,0.188
20230702T0100,16.510529,0.188
20230702T0200,16.32053,0.188
20230702T0300,15.220529,0.188
20230702T0400,15.240529,0.188
20230702T0500,16.860529,0.188
20230702T0600,17.81053,0.188
20230702T0700,18.080528,0.187
20230702T0800,19.660528,0.187
20230702T0900,20.04053,0.187
20230702T1000,20.06053,0.187
20230702T1100,21.910528,0.186
20230702T1200,24.29053,0.177
20230702T1300,25.000528,0.177
20230702T1400,25.40053,0.177
20230702T1500,25.440529,0.176
20230702T1600,25.030529,0.176
20230702T1700,24.590528,0.176
20230702T1800,23.860529,0.176
20230702T1900,22.590528,0.176
20230702T2000,21.030529,0.176
20230702T2100,19.46053,0.176
20230702T2200,18.07053,0.175
20230702T2300,17.32053,0.175
20230703T0000,17.910528,0.175
20230703T0100,16.280529,0.175
20230703T0200,14.330529,0.175
20230703T0300,13.660529,0.175
20230703T0400,13.500529,0.175
20230703T0500,15.190529,0.175
20230703T0600,18.440529,0.175
20230703T0700,20.70053,0.175
20230703T0800,20.930529,0.175
20230703T0900,20.940529,0.175
20230703T1000,21.97053,0.173
20230703T1100,23.45053,0.173
20230703T1200,24.580528,0.162
20230703T1300,25.21053,0.162
20230703T1400,25.73053,0.16
20230703T1500,25.930529,0.16
20230703T1600,25.780529,0.16
20230703T1700,25.330528,0.16
20230703T1800,24.170528,0.16
20230703T1900,22.920528,0.161
20230703T2000,21.270529,0.161
20230703T2100,19.64053,0.161
20230703T2200,18.280529,0.161
20230703T2300,17.580528,0.161
20230704T0000,17.54053,0.161
20230704T0100,16.580528,0.161
20230704T0200,16.22053,0.161
20230704T0300,15.960529,0.161
20230704T0400,16.080528,0.161
20230704T0500,17.71053,0.161
20230704T0600,20.21053,0.161
20230704T0700,20.740528,0.163
20230704T0800,21.71053,0.163
20230704T0900,22.48053,0.163
20230704T1000,23.56053,0.164
20230704T1100,23.330528,0.164
20230704T1200,23.89053,0.149
20230704T1300,24.79053,0.148
20230704T1400,25.37053,0.149
20230704T1500,25.510529,0.149
20230704T1600,25.29053,0.149
20230704T1700,25.030529,0.149
20230704T1800,24.48053,0.149
20230704T1900,23.520529,0.148
20230704T2000,22.21053,0.148
20230704T2100,21.240528,0.148
20230704T2200,20.23053,0.148
20230704T2300,19.87053,0.148
20230705T0000,19.96053,0.148
20230705T0100,19.81053,0.152
20230705T0200,18.70053,0.158
20230705T0300,18.71053,0.161
20230705T0400,18.47053,0.162
20230705T0500,18.57053,0.162
20230705T0600,19.030529,0.162
20230705T0700,19.010529,0.162
20230705T0800,18.610529,0.163
20230705T0900,19.20053,0.165
20230705T1000,19.600529,0.166
20230705T1100,20.46053,0.167
20230705T1200,22.920528,0.158
20230705T1300,23.73053,0.158
20230705T1400,24.32053,0.158
20230705T1500,24.430529,0.158
20230705T1600,24.280529,0.158
20230705T1700,23.770529,0.157
20230705T1800,23.20053,0.157
20230705T1900,22.080528,0.157
20230705T2000,20.510529,0.156
20230705T2100,19.13053,0.156
20230705T2200,17.240528,0.156
20230705T2300,15.370529,0.156
20230706T0000,14.180529,0.156
20230706T0100,14.190529,0.156
20230706T0200,15.370529,0.157
20230706T0300,14.780529,0.157
20230706T0400,13.850529,0.157
20230706T0500,14.8005295,0.157
20230706T0600,15.880529,0.157
20230706T0700,17.840528,0.156
20230706T0800,20.170528,0.156
20230706T0900,22.440529,0.156
20230706T1000,23.580528,0.156
20230706T1100,24.580528,0.156
20230706T1200,25.180529,0.148
20230706T1300,25.81053,0.148
20230706T1400,26.170528,0.148
20230706T1500,26.31053,0.148
20230706T1600,26.090528,0.148
20230706T1700,25.840528,0.148
20230706T1800,25.410528,0.147
20230706T1900,24.610529,0.147
20230706T2000,23.080528,0.147
20230706T2100,20.97053,0.147
20230706T2200,19.46053,0.147
20230706T2300,18.240528,0.147
20230707T0000,17.15053,0.147
20230707T0100,15.940529,0.147
20230707T0200,15.170529,0.147
20230707T0300,14.470529,0.147
20230707T0400,14.400529,0.147
20230707T0500,16.350529,0.147
20230707T0600,19.15053,0.147
20230707T0700,21.500528,0.147
20230707T0800,23.770529,0.147
20230707T0900,25.95053,0.146
20230707T1000,27.70053,0.146
20230707T1100,29.000528,0.146
20230707T1200,29.90053,0.136
20230707T1300,30.840528,0.136
20230707T1400,31.30053,0.136
20230707T1500,31.47053,0.136
20230707T1600,31.31053,0.136
20230707T1700,30.930529,0.136
20230707T1800,30.240528,0.136
20230707T1900,28.670528,0.136
20230707T2000,26.510529,0.136
20230707T2100,24.350529,0.136
20230707T2200,23.520529,0.136
20230707T2300,22.330528,0.136
20230708T0000,21.500528,0.136
20230708T0100,21.250528,0.136
20230708T0200,20.780529,0.136
20230708T0300,19.680529,0.136
20230708T0400,18.90053,0.136
20230708T0500,20.260529,0.136
20230708T0600,22.170528,0.136
20230708T0700,24.750528,0.136
20230708T0800,26.64053,0.136
20230708T0900,28.430529,0.135
20230708T1000,30.190529,0.135
20230708T1100,31.360529,0.135
20230708T1200,32.450527,0.151
20230708T1300,33.14053,0.151
20230708T1400,32.84053,0.151
20230708T1500,33.200527,0.151
20230708T1600,33.08053,0.151
20230708T1700,32.380527,0.15
20230708T1800,31.830528,0.149
20230708T1900,30.330528,0.149
20230708T2000,27.770529,0.149
20230708T2100,25.250528,0.149
20230708T2200,24.180529,0.149
20230708T2300,23.65053,0.15
20230709T0000,24.520529,0.15
20230709T0100,24.180529,0.15
20230709T0200,23.110529,0.15
20230709T0300,22.07053,0.15
20230709T0400,21.010529,0.15
20230709T0500,21.500528,0.15
20230709T0600,23.73053,0.15
20230709T0700,26.780529,0.149
20230709T0800,29.38053,0.149
20230709T0900,31.38053,0.149
20230709T1000,32.82053,0.149
20230709T1100,33.75053,0.149
20230709T1200,33.71053,0.208
20230709T1300,34.49053,0.207
20230709T1400,35.01053,0.205
20230709T1500,35.16053,0.204
20230709T1600,35.07053,0.204
20230709T1700,34.71053,0.203
20230709T1800,33.91053,0.202
20230709T1900,32.020527,0.202
20230709T2000,29.250528,0.202
20230709T2100,26.79053,0.202
20230709T2200,25.690529,0.202
20230709T2300,25.47053,0.202
20230710T0000,25.410528,0.201
20230710T0100,23.40053,0.201
20230710T0200,22.05053,0.201
20230710T0300,21.440529,0.201
20230710T0400,20.71053,0.201
20230710T0500,21.850529,0.201
20230710T0600,24.20053,0.201
20230710T0700,26.55053,0.201
20230710T0800,28.490528,0.2
20230710T0900,30.760529,0.2
20230710T1000,31.780529,0.199
20230710T1100,32.60053,0.199
20230710T1200,31.98053,0.17
20230710T1300,32.400528,0.17
20230710T1400,32.540527,0.17
20230710T1500,32.36053,0.169
20230710T1600,32.040527,0.169
20230710T1700,31.740528,0.169
20230710T1800,31.07053,0.168
20230710T1900,30.090528,0.168
20230710T2000,28.82053,0.168
20230710T2100,26.72053,0.168
20230710T2200,25.110529,0.168
20230710T2300,24.12053,0.168
20230711T0000,23.73053,0.167
20230711T0100,23.23053,0.167
20230711T0200,22.750528,0.167
20230711T0300,22.31053,0.167
20230711T0400,21.71053,0.167
20230711T0500,21.930529,0.167
20230711T0600,23.580528,0.167
20230711T0700,26.63053,0.167
20230711T0800,29.81053,0.167
20230711T0900,32.16053,0.167
20230711T1000,33.43053,0.167
20230711T1100,34.650528,0.167
20230711T1200,34.91053,0.144
20230711T1300,36.200527,0.144
20230711T1400,36.700527,0.144
20230711T1500,36.970528,0.144
20230711T1600,36.57053,0.144
20230711T1700,36.19053,0.144
20230711T1800,34.69053,0.144
20230711T1900,32.37053,0.155
20230711T2000,26.930529,0.185
20230711T2100,26.360529,0.2
20230711T2200,25.420528,0.21
20230711T2300,26.180529,0.211
20230712T0000,23.98053,0.211
20230712T0100,23.38053,0.211
20230712T0200,23.57053,0.213
20230712T0300,21.740528,0.213
20230712T0400,21.38053,0.213
20230712T0500,22.04053,0.213
20230712T0600,24.23053,0.212
20230712T0700,25.180529,0.212
20230712T0800,25.430529,0.213
20230712T0900,26.63053,0.213
20230712T1000,25.780529,0.213
20230712T1100,25.280529,0.217
20230712T1200,25.57053,0.181
20230712T1300,26.56053,0.18
20230712T1400,26.89053,0.18
20230712T1500,26.80053,0.181
20230712T1600,26.690529,0.183
20230712T1700,25.80053,0.183
20230712T1800,25.520529,0.183
20230712T1900,24.410528,0.185
20230712T2000,23.250528,0.186
20230712T2100,22.090528,0.186
20230712T2200,21.38053,0.188
20230712T2300,20.670528,0.189
20230713T0000,19.65053,0.189
20230713T0100,19.20053,0.189
20230713T0200,18.680529,0.189
20230713T0300,18.410528,0.189
20230713T0400,18.350529,0.189
20230713T0500,18.04053,0.189
20230713T0600,18.30053,0.189
20230713T0700,19.440529,0.188
20230713T0800,21.330528,0.188
20230713T0900,23.250528,0.188
20230713T1000,24.39053,0.188
20230713T1100,25.30053,0.187
20230713T1200,25.780529,0.188
20230713T1300,26.37053,0.188
20230713T1400,26.55053,0.187
20230713T1500,26.500528,0.187
20230713T1600,26.430529,0.186
20230713T1700,26.21053,0.186
20230713T1800,25.660528,0.186
20230713T1900,24.55053,0.185
20230713T2000,22.30053,0.185
20230713T2100,20.670528,0.185
20230713T2200,19.510529,0.185
20230713T2300,18.89053,0.185
20230714T0000,18.330528,0.185
20230714T0100,18.190529,0.185
20230714T0200,17.62053,0.185
20230714T0300,16.590528,0.185
20230714T0400,15.790529,0.185
20230714T0500,15.940529,0.185
20230714T0600,18.250528,0.185
20230714T0700,20.71053,0.185
20230714T0800,23.20053,0.184
20230714T0900,24.940529,0.184
20230714T1000,26.190529,0.184
20230714T1100,27.31053,0.183
20230714T1200,28.21053,0.166
20230714T1300,29.240528,0.165
20230714T1400,29.990528,0.165
20230714T1500,30.55053,0.165
20230714T1600,30.580528,0.165
20230714T1700,30.22053,0.165
20230714T1800,29.500528,0.164
20230714T1900,27.06053,0.164
20230714T2000,24.31053,0.164
20230714T2100,22.55053,0.164
20230714T2200,22.170528,0.164
20230714T2300,22.350529,0.164
20230715T0000,21.57053,0.164
20230715T0100,24.010529,0.164
20230715T0200,23.96053,0.164
20230715T0300,22.47053,0.164
20230715T0400,19.190529,0.164
20230715T0500,18.500528,0.164
20230715T0600,20.510529,0.164
20230715T0700,24.600529,0.164
20230715T0800,27.850529,0.163
20230715T0900,30.180529,0.163
20230715T1000,32.16053,0.163
20230715T1100,33.78053,0.163
20230715T1200,34.51053,0.139
20230715T1300,35.34053,0.139
20230715T1400,34.200527,0.138
20230715T1500,34.470528,0.138
20230715T1600,34.26053,0.138
20230715T1700,32.91053,0.138
20230715T1800,30.990528,0.138
20230715T1900,28.830528,0.138
20230715T2000,26.580528,0.138
20230715T2100,25.22053,0.139
20230715T2200,24.660528,0.14
20230715T2300,22.170528,0.141
20230716T0000,20.660528,0.142
20230716T0100,20.190529,0.142
20230716T0200,19.750528,0.142
20230716T0300,19.830528,0.142
20230716T0400,19.420528,0.143
20230716T0500,18.96053,0.143
20230716T0600,19.250528,0.142
20230716T0700,18.79053,0.143
20230716T0800,20.020529,0.143
20230716T0900,20.600529,0.143
20230716T1000,22.030529,0.143
20230716T1100,23.170528,0.143
20230716T1200,24.490528,0.156
20230716T1300,25.510529,0.156
20230716T1400,26.110529,0.155
20230716T1500,26.62053,0.155
20230716T1600,26.850529,0.155
20230716T1700,26.750528,0.155
20230716T1800,26.180529,0.155
20230716T1900,25.360529,0.155
20230716T2000,24.760529,0.155
20230716T2100,23.13053,0.155
20230716T2200,21.740528,0.155
20230716T2300,21.170528,0.155
20230717T0000,21.15053,0.155
20230717T0100,20.660528,0.155
20230717T0200,20.030529,0.154
20230717T0300,19.850529,0.154
20230717T0400,19.860529,0.154
20230717T0500,20.57053,0.154
20230717T0600,21.73053,0.155
20230717T0700,22.920528,0.155
20230717T0800,24.31053,0.155
20230717T0900,25.64053,0.155
20230717T1000,26.95053,0.154
20230717T1100,28.340528,0.153
20230717T1200,27.750528,0.151
20230717T1300,28.47053,0.151
20230717T1400,28.430529,0.151
20230717T1500,28.22053,0.151
20230717T1600,28.420528,0.151
20230717T1700,28.12053,0.151
20230717T1800,27.260529,0.151
20230717T1900,25.87053,0.151
20230717T2000,24.13053,0.151
20230717T2100,22.88053,0.15
20230717T2200,21.89053,0.15
20230717T2300,20.54053,0.15
20230718T0000,20.350529,0.15
20230718T0100,19.80053,0.151
20230718T0200,18.410528,0.151
20230718T0300,17.14053,0.151
20230718T0400,16.690529,0.151
20230718T0500,17.23053,0.151
20230718T0600,19.13053,0.151
20230718T0700,22.360529,0.151
20230718T0800,25.090528,0.151
20230718T0900,26.930529,0.151
20230718T1000,28.530529,0.15
20230718T1100,29.88053,0.149
20230718T1200,29.840528,0.142
20230718T1300,29.65053,0.142
20230718T1400,30.770529,0.143
20230718T1500,31.40053,0.143
20230718T1600,30.910528,0.142
20230718T1700,31.360529,0.142
20230718T1800,31.22053,0.142
20230718T1900,29.90053,0.143
20230718T2000,28.64053,0.145
20230718T2100,27.81053,0.145
20230718T2200,26.690529,0.145
20230718T2300,26.500528,0.145
20230719T0000,24.000528,0.145
20230719T0100,22.72053,0.145
20230719T0200,23.62053,0.145
20230719T0300,22.610529,0.145
20230719T0400,20.760529,0.145
20230719T0500,20.56053,0.145
20230719T0600,22.670528,0.145
20230719T0700,26.270529,0.145
20230719T0800,27.260529,0.145
20230719T0900,28.05053,0.144
20230719T1000,28.600529,0.144
20230719T1100,29.32053,0.144
20230719T1200,29.110529,0.175
20230719T1300,29.360529,0.175
20230719T1400,29.39053,0.174
20230719T1500,29.330528,0.174
20230719T1600,29.29053,0.174
20230719T1700,28.660528,0.173
20230719T1800,27.850529,0.173
20230719T1900,26.360529,0.173
20230719T2000,24.82053,0.173
20230719T2100,23.080528,0.173
20230719T2200,21.110529,0.173
20230719T2300,20.63053,0.173
20230720T0000,20.000528,0.172
20230720T0100,18.79053,0.172
20230720T0200,17.79053,0.172
20230720T0300,17.23053,0.172
20230720T0400,16.72053,0.172
20230720T0500,17.760529,0.172
20230720T0600,19.330528,0.172
20230720T0700,20.97053,0.172
20230720T0800,22.670528,0.172
20230720T0900,24.37053,0.172
20230720T1000,25.81053,0.171
20230720T1100,27.12053,0.171
20230720T1200,26.660528,0.165
20230720T1300,27.410528,0.164
20230720T1400,27.910528,0.164
20230720T1500,28.06053,0.164
20230720T1600,28.06053,0.164
20230720T1700,27.680529,0.164
20230720T1800,27.110529,0.163
20230720T1900,26.13053,0.163
20230720T2000,24.29053,0.163
20230720T2100,22.610529,0.163
20230720T2200,21.90053,0.163
20230720T2300,21.39053,0.163
20230721T0000,20.54053,0.163
20230721T0100,20.05053,0.163
20230721T0200,19.81053,0.163
20230721T0300,19.660528,0.163
20230721T0400,19.360529,0.163
20230721T0500,19.32053,0.163
20230721T0600,20.520529,0.163
20230721T0700,23.080528,0.163
20230721T0800,24.260529,0.165
20230721T0900,24.97053,0.166
20230721T1000,25.22053,0.17
20230721T1100,23.350529,0.174
20230721T1200,24.81053,0.157
20230721T1300,24.12053,0.159
20230721T1400,23.840528,0.159
20230721T1500,23.54053,0.16
20230721T1600,23.910528,0.161
20230721T1700,23.990528,0.161
20230721T1800,23.690529,0.161
20230721T1900,22.990528,0.162
20230721T2000,21.80053,0.162
20230721T2100,20.360529,0.162
20230721T2200,19.38053,0.162
20230721T2300,18.12053,0.162
20230722T0000,17.13053,0.162
20230722T0100,16.530529,0.162
20230722T0200,16.330528,0.162
20230722T0300,16.580528,0.162
20230722T0400,16.340528,0.162
20230722T0500,16.48053,0.162
20230722T0600,17.88053,0.162
20230722T0700,20.610529,0.162
20230722T0800,23.600529,0.162
20230722T0900,24.96053,0.162
20230722T1000,25.410528,0.161
20230722T1100,25.860529,0.161
20230722T1200,26.14053,0.128
20230722T1300,26.79053,0.128
20230722T1400,27.29053,0.128
20230722T1500,27.250528,0.127
20230722T1600,27.12053,0.127
20230722T1700,26.670528,0.127
20230722T1800,25.87053,0.127
20230722T1900,24.270529,0.127
20230722T2000,22.600529,0.127
20230722T2100,20.750528,0.127
20230722T2200,19.920528,0.127
20230722T2300,18.57053,0.127
20230723T0000,18.240528,0.127
20230723T0100,18.440529,0.127
20230723T0200,17.750528,0.127
20230723T0300,16.20053,0.127
20230723T0400,14.780529,0.127
20230723T0500,15.440529,0.127
20230723T0600,18.05053,0.127
20230723T0700,21.250528,0.127
20230723T0800,23.770529,0.127
20230723T0900,25.500528,0.127
20230723T1000,27.360529,0.127
20230723T1100,27.780529,0.127
20230723T1200,27.65053,0.134
20230723T1300,26.410528,0.134
20230723T1400,27.62053,0.134
20230723T1500,28.920528,0.134
20230723T1600,29.510529,0.134
20230723T1700,29.88053,0.135
20230723T1800,29.32053,0.135
20230723T1900,28.240528,0.135
20230723T2000,25.47053,0.135
20230723T2100,23.04053,0.135
20230723T2200,21.520529,0.135
20230723T2300,21.88053,0.135
20230724T0000,23.920528,0.135
20230724T0100,22.430529,0.135
20230724T0200,22.410528,0.135
20230724T0300,21.57053,0.135
20230724T0400,21.96053,0.135
20230724T0500,20.500528,0.134
20230724T0600,19.260529,0.148
20230724T0700,19.21053,0.158
20230724T0800,19.55053,0.158
20230724T0900,19.830528,0.167
20230724T1000,20.29053,0.172
20230724T1100,21.110529,0.172
20230724T1200,22.100529,0.194
20230724T1300,24.81053,0.195
20230724T1400,23.940529,0.199
20230724T1500,23.46053,0.201
20230724T1600,23.30053,0.202
20230724T1700,23.530529,0.202
20230724T1800,23.850529,0.202
20230724T1900,22.63053,0.202
20230724T2000,20.780529,0.202
20230724T2100,19.29053,0.202
20230724T2200,19.350529,0.202
20230724T2300,19.350529,0.202
20230725T0000,19.47053,0.202
20230725T0100,18.410528,0.202
20230725T0200,17.87053,0.202
20230725T0300,18.510529,0.202
20230725T0400,17.510529,0.202
20230725T0500,17.010529,0.203
20230725T0600,17.440529,0.203
20230725T0700,18.440529,0.203
20230725T0800,18.56053,0.203
20230725T0900,20.100529,0.202
20230725T1000,20.910528,0.202
20230725T1100,19.860529,0.202
20230725T1200,18.360529,0.231
20230725T1300,18.500528,0.231
20230725T1400,20.350529,0.23
20230725T1500,19.440529,0.229
20230725T1600,18.06053,0.228
20230725T1700,17.670528,0.228
20230725T1800,16.330528,0.227
20230725T1900,14.170529,0.228
20230725T2000,13.040529,0.232
20230725T2100,12.650529,0.254
20230725T2200,12.230529,0.277
20230725T2300,12.5505295,0.276
20230726T0000,12.820529,0.274
20230726T0100,12.840529,0.273
20230726T0200,12.650529,0.271
20230726T0300,12.410529,0.27
20230726T0400,12.020529,0.268
20230726T0500,11.900529,0.267
20230726T0600,14.3005295,0.266
20230726T0700,15.530529,0.265
20230726T0800,16.010529,0.263
20230726T0900,17.13053,0.264
20230726T1000,17.38053,0.265
20230726T1100,18.930529,0.264
20230726T1200,19.860529,0.237
20230726T1300,19.97053,0.236
20230726T1400,20.40053,0.235
20230726T1500,20.690529,0.235
